rec_id,rec_id2,GNAME,SNAME,STREET,ADD1,SUBURB,POST,STATE,DOB,AGE,PHONE,SOCID,label
rec-3637-dup-1,rec-3637-dup-0,0.86,0.95,0.65,1,1,1,0.91,0,1,1,0,1
rec-839-org,rec-382-org,0.86,1,0.65,0.63,0.64,1,0.81,0,0,0,0,0
rec-1865-org,rec-1865-dup-1,0.86,1,0.91,0.62,1,1,1,1,1,1,0,1
rec-2492-dup-1,rec-1396-org,0.87,1,0.6,0.66,0.52,1,0,0,0,0,0,0
rec-1357-org,rec-1357-dup-0,0.87,1,1,0.78,0.92,1,0,1,0,1,0,1
rec-2801-org,rec-2801-dup-1,0.88,0.93,1,0.97,1,1,1,1,1,1,0,1
rec-1046-org,rec-1046-dup-1,0.9,1,0.91,0.97,1,1,0,1,0,1,0,1
rec-595-org,rec-595-dup-1,0.91,0.86,0.82,0.95,1,1,1,0,1,0,0,1
rec-1911-org,rec-1911-dup-0,0.91,0.93,1,1,0.95,1,0,1,1,0,0,1
rec-2076-org,rec-2076-dup-0,0.91,1,0.6,1,1,1,0.98,1,1,1,0,1
rec-1923-org,rec-1923-dup-0,0.91,1,0.82,1,0.91,1,1,0,0,1,0,1
rec-2356-org,rec-2356-dup-0,0.91,1,0.88,0,1,0,1,0,0,1,0,1
rec-2281-org,rec-2281-dup-0,0.91,1,1,0.91,0.92,0,0.91,1,1,1,0,1
rec-1590-org,rec-1590-dup-0,0.91,1,1,0.93,1,1,0,0,0,1,0,1
rec-2459-org,rec-2459-dup-0,0.91,1,1,1,1,1,0.93,1,0,0,0,1
rec-999-org,rec-1347-org,0.92,0.54,0.82,0.54,0.64,1,0.84,0,0,0,0,0
rec-664-org,rec-2886-org,0.92,0.74,0.65,0.63,0.64,1,0.75,0,0,0,0,0
rec-674-org,rec-674-dup-1,0.92,0.96,1,0.59,1,1,0.79,0,1,1,0,1
rec-2215-org,rec-2215-dup-0,0.92,1,0,0,1,1,0.96,1,0,0,0,1
rec-1774-org,rec-1774-dup-1,0.92,1,0.7,1,1,1,0.96,1,1,0,0,1
rec-2371-org,rec-2371-dup-0,0.92,1,0.82,0.98,1,1,1,1,1,0,0,1
rec-3164-org,rec-3164-dup-0,0.92,1,0.94,0,0.8,0,1,1,1,1,0,1
rec-8498-org,rec-8498-dup-0,0.92,1,1,1,0,1,0.96,0,0,0,0,1
rec-322-org,rec-322-dup-0,0.92,1,1,1,0.95,0,0.96,1,1,0,0,1
rec-2354-org,rec-2354-dup-0,0.93,0.87,1,1,0.79,1,1,1,1,1,0,1
rec-1181-org,rec-1181-dup-0,0.93,0.93,1,0.91,1,1,0,1,1,1,0,1
rec-1756-org,rec-1756-dup-1,0.93,0.98,1,0.61,1,1,0.93,1,1,1,0,1
rec-2570-org,rec-2570-dup-1,0.93,1,0.55,0.88,1,1,0,1,1,1,0,1
rec-1719-org,rec-1719-dup-1,0.93,1,0.6,0,1,1,0.91,1,1,1,0,1
rec-2031-org,rec-2031-dup-0,0.93,1,0.75,1,0.91,0,1,1,1,1,0,1
rec-3906-org,rec-3906-dup-0,0.93,1,0.91,1,1,1,1,0,1,1,0,1
rec-1573-org,rec-1573-dup-0,0.93,1,1,0.6,0.91,1,1,1,1,0,0,1
rec-576-org,rec-576-dup-2,0.93,1,1,1,1,1,0.91,0,0,0,0,1
rec-526-org,rec-526-dup-2,0.94,0.87,0.78,0,1,1,1,1,1,1,0,1
rec-1948-org,rec-1948-dup-0,0.94,0.87,1,0.93,1,1,1,1,1,1,0,1
rec-1362-org,rec-1362-dup-0,0.94,0.94,0.91,1,1,1,1,0,1,1,0,1
rec-1407-org,rec-1407-dup-0,0.94,0.96,0.7,1,1,0,1,1,0,1,0,1
rec-848-org,rec-848-dup-0,0.94,1,0.82,1,1,1,1,0,1,0,0,1
rec-790-org,rec-790-dup-0,0.94,1,1,0.9,1,1,1,0,1,1,0,1
rec-369-org,rec-369-dup-0,0.95,0.91,1,0,1,1,0,1,1,0,0,1
rec-2034-org,rec-2034-dup-0,0.95,0.92,1,1,0.81,1,1,1,1,1,0,1
rec-786-org,rec-786-dup-0,0.95,1,0,0.97,1,1,1,1,1,1,0,1
rec-596-dup-1,rec-596-dup-0,0.96,0.85,0,0.99,1,1,1,0,0,0,0,1
rec-1462-dup-1,rec-1462-dup-0,1,0,0.72,0.93,1,0,0,1,1,0,0,1
rec-2499-dup-2,rec-2499-dup-1,1,0.9,0.6,1,0.89,1,0.93,1,1,1,0,1
rec-2845-dup-1,rec-2845-dup-0,1,0.91,0.78,0.88,1,1,0,0,1,1,0,1
rec-511-dup-1,rec-511-dup-0,1,1,0.82,0.63,0.92,1,0,1,1,1,0,1
rec-2691-org,rec-2021-dup-0,0.58,0.77,0.82,0.64,0.76,1,0.84,0,0,0,0,0
rec-1951-dup-0,rec-1925-org,0.6,0.72,0.78,0,0.52,1,0.79,0,0,0,0,0
rec-816-org,rec-1841-dup-0,0.66,0.68,0,0.69,0.76,1,0.79,0,0,0,0,0
rec-873-org,rec-2447-dup-1,0.68,0.85,0.65,0,0.52,1,0,0,0,0,0,0
rec-12009-org,rec-12009-dup-0,0.68,0.93,1,1,1,1,0,1,1,1,0,1
rec-4322-org,rec-4322-dup-0,0.71,1,0.87,0.99,1,1,1,0,0,1,0,1
rec-387-dup-0,rec-2440-dup-0,0.72,0.75,0.65,0.5,0.64,0,0.79,0,0,0,0,0
rec-4738-org,rec-4738-dup-0,0.72,0.95,1,0.96,0.49,1,1,1,1,0,0,1
rec-1771-org,rec-1771-dup-0,0.72,0.96,0.93,0,1,1,1,1,1,0,0,1
rec-601-dup-0,rec-1134-dup-0,0.73,0.9,0.65,0.68,0.64,0,0,0,0,0,0,0
rec-3583-org,rec-3583-dup-0,0.75,1,1,1,0.95,1,1,1,1,0,0,1
rec-608-org,rec-608-dup-0,0.79,0.87,1,1,1,1,0.96,1,1,1,0,1
rec-2005-dup-1,rec-2005-dup-0,0.8,0.93,0.7,0.96,1,1,0.93,1,0,1,0,1
rec-2051-org,rec-2051-dup-0,0.8,1,0.82,1,1,1,1,1,0,1,0,1
rec-875-org,rec-2167-org,0.81,0.57,0.7,0.68,0.68,1,0.79,0,0,0,0,0
rec-3325-org,rec-3325-dup-0,0.81,0.95,0.91,1,1,0,0,1,0,0,0,1
rec-497-org,rec-497-dup-0,0.81,1,0.7,0,0.91,1,1,1,1,1,0,1
rec-1249-org,rec-1249-dup-0,0.82,1,0.58,1,1,1,1,0,1,1,0,1
rec-371-org,rec-20-org,0.83,0.81,0.6,0.63,0.52,0,0.81,0,0,0,0,0
rec-1697-dup-1,rec-1697-dup-0,0.83,0.85,0.6,0.9,1,1,1,1,1,1,0,1
rec-1877-org,rec-1877-dup-0,0.83,0.96,1,1,1,1,1,1,1,1,0,1
rec-537-org,rec-1996-dup-0,0.83,1,0.6,0.59,0.76,1,0.79,0,0,0,0,0
rec-3267-org,rec-3267-dup-0,0.84,0.89,1,1,1,0,0,1,1,1,0,1
rec-1470-org,rec-1470-dup-0,0.86,0.9,1,1,1,1,0,1,1,1,0,1
rec-497-org,rec-497-dup-0,0.86,0.98,0,1,1,1,0.81,1,1,0,0,1
rec-1350-org,rec-1350-dup-0,0.86,1,1,0.56,1,1,1,1,0,0,0,1
rec-3281-org,rec-3281-dup-0,0.87,1,0.7,0.97,1,1,0,0,1,1,0,1
rec-707-org,rec-707-dup-1,0.88,1,1,0.93,1,1,1,1,1,1,0,1
rec-903-org,rec-903-dup-0,0.88,1,1,0.97,1,1,0.96,1,1,1,0,1
rec-1568-org,rec-1568-dup-1,0.89,0,1,0.94,1,0,1,1,1,1,0,1
rec-523-org,rec-523-dup-0,0.9,1,0.65,1,1,1,0.79,0,1,1,0,1
rec-2570-org,rec-2570-dup-0,0.9,1,0.91,1,1,1,0,1,1,0,0,1
rec-4304-org,rec-4304-dup-0,0.9,1,1,0.83,1,1,1,1,1,0,0,1
rec-3207-org,rec-3207-dup-0,0.9,1,1,1,0.91,1,0,0,0,1,0,1
rec-2781-org,rec-2781-dup-1,0.91,0.87,1,1,1,0,1,1,0,1,0,1
rec-1468-org,rec-1468-dup-0,0.91,0.91,1,0.94,1,1,1,1,1,1,0,1
rec-657-org,rec-657-dup-0,0.91,1,0,1,0.48,1,1,0,0,1,0,1
rec-375-org,rec-375-dup-0,0.91,1,0.82,0,1,1,0.98,1,1,1,0,1
rec-1205-org,rec-1205-dup-0,0.91,1,1,0.61,1,1,0.89,1,1,1,0,1
rec-2922-org,rec-2922-dup-1,0.91,1,1,1,0,1,0.96,0,0,1,0,1
rec-2502-dup-1,rec-2502-dup-0,0.92,0,0.75,0.91,0.8,1,0,1,1,1,0,1
rec-1476-org,rec-1476-dup-0,0.92,0.9,1,1,0.81,1,1,1,1,1,0,1
rec-423-org,rec-423-dup-0,0.92,0.92,1,1,0.95,1,0.93,0,0,1,0,1
rec-11201-org,rec-11201-dup-0,0.92,0.93,1,0.94,1,1,0.98,0,0,1,0,1
rec-1905-org,rec-1905-dup-0,0.92,0.95,1,0.53,1,1,0.74,1,1,1,0,1
rec-1220-org,rec-1220-dup-0,0.92,1,0.63,1,0.64,1,1,1,1,1,0,1
rec-1509-org,rec-1509-dup-0,0.92,1,1,0.94,1,1,1,1,1,1,0,1
rec-2383-org,rec-2383-dup-0,0.92,1,1,1,0.79,1,1,0,0,1,0,1
rec-692-org,rec-441-dup-0,0.93,0.91,0.56,0.69,0.64,1,0,0,0,0,0,0
rec-4112-org,rec-4112-dup-0,0.93,0.91,0.82,1,1,1,0.98,1,1,1,0,1
rec-1732-org,rec-1732-dup-0,0.93,0.92,1,1,0.92,0,1,1,1,1,0,1
rec-3179-org,rec-3179-dup-0,0.93,0.93,1,1,1,1,1,1,0,0,0,1
rec-1708-org,rec-1708-dup-1,0.93,0.96,0.87,1,0.92,0,1,1,1,0,0,1
rec-2742-org,rec-2742-dup-0,0.93,0.97,0.65,1,1,1,1,1,1,1,0,1
rec-601-org,rec-601-dup-0,0.93,1,0.7,0.93,1,0,0,0,1,1,0,1
rec-1-org,rec-1-dup-0,0.93,1,0.88,1,1,1,1,1,1,0,0,1
rec-861-org,rec-861-dup-0,0.93,1,0.94,0.94,1,1,0,1,0,1,0,1
rec-1631-org,rec-1631-dup-0,0.93,1,1,0.96,1,0,0.97,0,1,1,0,1
rec-2831-org,rec-2831-dup-0,0.93,1,1,1,1,0,0.88,1,1,1,0,1
rec-4992-org,rec-4992-dup-0,0.93,1,1,1,1,1,0.88,1,0,1,0,1
rec-2241-org,rec-2241-dup-0,0.94,0.87,1,1,1,1,0.96,1,0,0,0,1
rec-4422-org,rec-4422-dup-0,0.94,0.93,1,0,0.79,0,1,1,1,1,0,1
rec-1106-org,rec-1106-dup-1,0.94,0.95,0,0.99,1,0,0,0,0,1,0,1
rec-1640-org,rec-1640-dup-0,0.94,0.96,1,0.96,1,1,1,1,1,1,0,1
rec-888-org,rec-888-dup-1,0.94,1,0.82,0.93,1,0,0.96,1,1,1,0,1
rec-1902-org,rec-1902-dup-1,0.95,0,1,0.7,1,1,1,1,1,0,0,1
rec-191-org,rec-191-dup-0,0.95,0,1,1,1,1,1,1,1,0,0,1
rec-13567-org,rec-13567-dup-0,0.95,0.91,1,1,1,1,0.87,1,1,1,0,1
rec-263-org,rec-263-dup-0,0.95,0.94,1,0.92,1,1,0,1,1,1,0,1
rec-2718-org,rec-2718-dup-0,0.95,0.95,0.85,1,1,1,1,1,1,1,0,1
rec-2508-org,rec-2508-dup-1,0.95,0.98,0.6,0.98,1,1,0,1,0,1,0,1
rec-12186-org,rec-12186-dup-0,0.95,1,0,1,1,0,1,0,0,0,0,1
rec-3700-org,rec-3700-dup-0,0.95,1,0.6,0,1,0,0,1,1,0,0,1
rec-2041-org,rec-2041-dup-0,0.95,1,1,0.95,1,1,1,1,1,1,0,1
rec-1942-org,rec-1942-dup-0,0.95,1,1,1,0.95,1,1,1,0,0,0,1
rec-615-org,rec-615-dup-0,0.96,1,1,0.91,1,1,0.98,0,1,1,0,1
rec-977-dup-2,rec-977-dup-1,1,0.88,1,0.93,1,0,0,0,1,1,0,1
rec-1173-dup-1,rec-1173-dup-0,1,0.9,0.8,0,1,0,1,0,1,0,0,1
rec-2322-dup-2,rec-2322-dup-1,1,0.91,1,0.9,1,1,1,1,0,0,0,1
rec-3674-dup-1,rec-3674-dup-0,1,0.96,1,0.94,0.76,1,0.93,1,0,1,0,1
rec-235-org,rec-149-org,1,1,0,0.55,0.52,1,0.84,0,0,0,0,0
rec-316-dup-2,rec-316-dup-0,1,1,0.82,0,0.83,0,0,0,1,0,0,1
rec-1667-dup-2,rec-1667-dup-0,1,1,1,0,0.5,1,1,0,1,1,0,1
rec-458-dup-1,rec-458-dup-0,1,1,1,1,1,0,1,0,1,0,0,1
rec-3368-org,rec-3368-dup-1,0.56,1,1,0.57,1,1,0.86,1,1,1,0,1
rec-445-dup-0,rec-2097-org,0.65,0.59,0.65,0.55,0.79,1,0,0,0,0,0,0
rec-2491-org,rec-1207-dup-0,0.65,1,0.58,0,0.52,1,0.84,0,0,0,0,0
rec-1655-org,rec-1655-dup-0,0.76,0.98,0.6,1,1,1,0,0,1,1,0,1
rec-808-org,rec-2089-org,0.78,0.84,0.63,0.61,0.79,1,0.74,0,0,0,0,0
rec-1227-org,rec-1227-dup-0,0.81,1,0,1,0.49,1,1,0,0,1,0,1
rec-2638-org,rec-2638-dup-0,0.81,1,1,1,1,1,0.93,1,1,0,0,1
rec-1640-org,rec-1346-org,0.83,0.73,0.82,0.61,0.76,0,0.81,0,0,0,0,0
rec-2959-org,rec-2959-dup-2,0.84,1,0.91,1,1,1,1,0,1,1,0,1
rec-13700-org,rec-13700-dup-0,0.85,0.96,1,1,1,1,0,0,1,1,0,1
rec-666-dup-2,rec-666-dup-0,0.85,1,0.65,0,0.49,0,0,1,1,1,0,1
rec-447-org,rec-2243-org,0.85,1,0.82,0,0.64,1,0.79,0,0,0,0,0
rec-3692-dup-2,rec-3692-dup-1,0.86,1,0.7,0.94,1,0,0.93,0,1,0,0,1
rec-550-org,rec-550-dup-0,0.87,0.94,0.89,1,1,1,1,0,1,0,0,1
rec-282-org,rec-282-dup-0,0.87,0.95,1,1,1,0,1,1,1,0,0,1
rec-632-dup-1,rec-632-dup-0,0.87,1,0.6,1,1,0,0,1,1,0,0,1
rec-683-org,rec-683-dup-0,0.87,1,0.7,0.95,1,1,0,1,1,1,0,1
rec-1551-org,rec-1551-dup-0,0.87,1,1,1,1,1,1,1,1,0,0,1
rec-883-org,rec-883-dup-0,0.88,0.98,0.82,1,1,1,1,1,1,0,0,1
rec-3289-org,rec-3289-dup-0,0.89,0.97,1,1,1,1,1,1,1,0,0,1
rec-1471-dup-1,rec-1471-dup-0,0.89,1,1,1,0.8,1,0,0,1,1,0,1
rec-376-dup-1,rec-376-dup-0,0.89,1,1,1,0.92,1,0.96,1,1,0,0,1
rec-607-org,rec-607-dup-0,0.9,0.98,0.65,0.58,1,1,1,1,1,1,0,1
rec-3823-org,rec-3823-dup-0,0.9,1,0.63,1,1,1,0,0,1,0,0,1
rec-14257-org,rec-14257-dup-0,0.91,0.94,1,0,1,1,1,1,1,0,0,1
rec-2752-org,rec-2752-dup-0,0.91,0.94,1,0.95,1,1,0,1,0,0,0,1
rec-3668-org,rec-3668-dup-0,0.91,0.94,1,0.95,1,1,1,1,1,1,0,1
rec-14120-org,rec-14120-dup-0,0.91,0.95,0.94,1,1,1,0,1,1,1,0,1
rec-2543-org,rec-2543-dup-0,0.91,1,0.7,0.93,0.92,1,1,1,1,1,0,1
rec-11471-org,rec-11471-dup-0,0.91,1,0.78,0.99,1,1,0,0,1,1,0,1
rec-1048-org,rec-1048-dup-0,0.91,1,1,0.8,1,0,0.91,0,1,1,0,1
rec-750-org,rec-750-dup-0,0.91,1,1,0.97,0.52,1,1,0,1,1,0,1
rec-259-org,rec-259-dup-0,0.91,1,1,1,0.79,0,1,1,1,0,0,1
rec-619-org,rec-619-dup-0,0.92,0.88,1,1,0.91,1,1,1,1,1,0,1
rec-635-org,rec-635-dup-0,0.92,0.88,1,1,1,1,0.91,1,1,1,0,1
rec-1521-org,rec-1521-dup-0,0.92,0.94,0.82,1,1,0,1,0,1,1,0,1
rec-881-org,rec-881-dup-0,0.92,1,0.7,0,0.8,1,1,1,0,1,0,1
rec-14966-org,rec-14966-dup-0,0.92,1,0.82,1,0.64,1,0.93,0,1,1,0,1
rec-527-org,rec-527-dup-0,0.92,1,0.91,0.93,0,1,1,0,1,1,0,1
rec-1244-org,rec-1244-dup-0,0.93,0.89,1,1,0.91,1,1,1,0,1,0,1
rec-8753-org,rec-8753-dup-0,0.93,0.93,0.82,0.95,1,1,0,1,1,1,0,1
rec-4999-org,rec-4999-dup-0,0.93,0.95,0.65,1,1,1,1,1,0,1,0,1
rec-2382-org,rec-2382-dup-0,0.93,0.95,0.82,1,0.88,1,1,1,1,1,0,1
rec-2020-org,rec-2020-dup-0,0.93,1,0,0,1,1,0.96,0,1,1,0,1
rec-2666-org,rec-2666-dup-1,0.93,1,0.56,0,1,0,0,1,1,1,0,1
rec-2293-org,rec-2293-dup-0,0.93,1,0.65,1,1,0,1,1,0,1,0,1
rec-56-org,rec-56-dup-0,0.93,1,0.7,0,1,1,0.96,1,1,1,0,1
rec-1657-org,rec-1657-dup-0,0.93,1,0.7,1,1,1,0.81,0,1,1,0,1
rec-1568-org,rec-1568-dup-1,0.93,1,0.78,0.56,1,1,1,1,1,1,0,1
rec-637-org,rec-637-dup-0,0.93,1,0.91,0.89,1,1,1,1,1,1,0,1
rec-13404-org,rec-13404-dup-0,0.93,1,1,0,1,1,0.81,0,1,1,0,1
rec-3674-org,rec-3674-dup-1,0.93,1,1,0.95,0.76,1,1,1,0,1,0,1
rec-2158-org,rec-2158-dup-0,0.93,1,1,0.96,1,0,0.93,1,1,0,0,1
rec-330-org,rec-330-dup-0,0.93,1,1,0.97,0.79,0,1,0,1,1,0,1
rec-126-org,rec-126-dup-0,0.93,1,1,1,1,1,0.96,1,0,0,0,1
rec-2024-org,rec-2024-dup-1,0.94,0.91,1,1,1,1,0.93,0,1,1,0,1
rec-1470-org,rec-1470-dup-0,0.94,0.95,1,1,0.91,1,0,1,1,1,0,1
rec-387-org,rec-387-dup-0,0.94,0.97,0.63,1,1,1,1,0,1,1,0,1
rec-762-org,rec-762-dup-0,0.94,0.98,0,0.93,1,1,0.91,1,1,1,0,1
rec-2619-dup-2,rec-2619-dup-0,0.94,1,0.7,1,0.91,1,0,0,1,0,0,1
rec-1461-org,rec-1461-dup-0,0.94,1,1,1,1,0,0.91,1,1,0,0,1
rec-2127-dup-1,rec-2127-dup-0,0.95,0.93,0.6,1,1,1,0.96,0,1,1,0,1
rec-2725-org,rec-2725-dup-0,0.95,0.95,1,0.68,1,1,0.96,0,1,1,0,1
rec-715-org,rec-715-dup-0,0.95,0.96,1,1,0.95,1,0,0,1,1,0,1
rec-38-org,rec-38-dup-1,0.95,1,0.82,1,1,1,1,1,0,0,0,1
rec-3708-org,rec-3708-dup-0,0.95,1,0.91,1,0.79,0,0,0,1,1,0,1
rec-629-org,rec-629-dup-0,0.95,1,1,0.96,1,1,0,0,0,1,0,1
rec-2818-org,rec-2818-dup-0,0.95,1,1,0.96,1,1,1,1,1,0,0,1
rec-2161-org,rec-2161-dup-0,0.95,1,1,1,1,0,0.82,1,0,1,0,1
rec-1874-dup-0,rec-1124-dup-0,1,0,0.58,0.66,0.66,1,0,0,0,0,0,0
rec-710-org,rec-1344-org,1,0.59,0.7,0.68,0.52,1,0,0,0,0,0,0
rec-20-dup-1,rec-20-dup-0,1,0.93,0.65,1,1,0,1,0,1,1,0,1
rec-3622-dup-1,rec-3622-dup-0,1,0.94,0.63,0.97,0,1,1,0,1,1,0,1
rec-500-dup-0,rec-1818-dup-0,0.5,0,0.65,0.68,0.64,1,0.86,0,0,0,0,0
rec-367-dup-0,rec-1225-org,0.52,0.98,0.65,0.6,0.68,1,0.79,0,0,0,0,0
rec-2841-dup-0,rec-1643-org,0.57,0.6,0.6,0.59,0.76,1,0.79,1,0,0,0,0
rec-791-org,rec-1342-dup-0,0.62,0.73,0.82,0.71,0.79,1,0.81,0,0,0,0,0
rec-839-dup-0,rec-1714-dup-0,0.68,0.82,0.85,0.64,0.64,1,0.81,0,0,0,0,0
rec-236-dup-0,rec-2024-org,0.74,0.78,0.78,0,0.64,1,0.79,0,0,0,0,0
rec-2862-dup-0,rec-2111-org,0.77,0.8,0.6,0.56,0.52,1,0,0,0,0,0,0
rec-975-org,rec-975-dup-1,0.78,1,1,0.79,1,1,1,1,1,1,0,1
rec-337-dup-2,rec-337-dup-0,0.82,0.95,0.65,1,1,0,0.88,1,1,1,0,1
rec-712-org,rec-712-dup-0,0.82,0.96,1,0,1,1,1,0,1,1,0,1
rec-454-org,rec-454-dup-0,0.82,1,0.82,1,1,1,1,1,1,1,0,1
rec-2577-org,rec-2577-dup-0,0.83,1,0.82,0.92,1,1,1,0,1,1,0,1
rec-159-org,rec-159-dup-0,0.84,0.88,0,1,1,0,0.75,1,0,0,0,1
rec-486-org,rec-486-dup-0,0.84,1,0.78,1,1,1,1,0,0,1,0,1
rec-13-dup-1,rec-13-dup-0,0.85,1,1,0,0.64,0,0.75,0,0,1,0,1
rec-1754-org,rec-1754-dup-0,0.86,0.95,0.7,1,1,1,0.91,1,1,1,0,1
rec-428-org,rec-428-dup-0,0.87,1,0.82,0,1,0,0,1,1,0,0,1
rec-1794-org,rec-1794-dup-0,0.87,1,0.88,1,0.81,1,1,1,0,1,0,1
rec-387-org,rec-387-dup-0,0.87,1,1,0.63,0.95,0,0.81,1,1,1,0,1
rec-288-dup-0,rec-2818-org,0.88,0.6,0.65,0.58,0.52,1,0.86,0,0,0,0,0
rec-2756-dup-1,rec-2756-dup-0,0.89,1,0,0,1,0,1,0,1,1,0,1
rec-4682-org,rec-4682-dup-0,0.89,1,0.6,1,1,1,1,1,1,1,0,1
rec-1412-org,rec-1412-dup-0,0.9,0.88,0.82,1,0,1,0,0,1,1,0,1
rec-8354-org,rec-8354-dup-0,0.91,0.91,0.7,1,1,0,0,1,1,0,0,1
rec-4184-org,rec-4184-dup-0,0.91,0.94,0.58,1,0.64,1,1,0,0,1,0,1
rec-1745-org,rec-1745-dup-0,0.91,0.97,1,0.95,1,0,1,1,1,1,0,1
rec-238-org,rec-238-dup-0,0.91,0.97,1,1,1,1,1,0,1,0,0,1
rec-3697-org,rec-3697-dup-0,0.91,1,0.65,1,1,1,0.74,1,1,1,0,1
rec-1793-org,rec-1793-dup-0,0.91,1,0.7,1,1,0,0.83,1,1,0,0,1
rec-16766-org,rec-16766-dup-0,0.91,1,0.8,0,1,1,1,1,1,1,0,1
rec-2322-org,rec-2322-dup-0,0.91,1,1,0.95,1,0,0.83,1,1,1,0,1
rec-200-org,rec-200-dup-2,0.92,0,1,1,1,1,1,0,0,1,0,1
rec-82-org,rec-82-dup-0,0.92,0.89,0.94,1,1,0,0,1,0,1,0,1
rec-2631-org,rec-2631-dup-0,0.92,0.95,1,0.92,0.94,0,1,0,0,1,0,1
rec-3537-org,rec-3537-dup-0,0.92,1,0,1,1,0,0,0,1,0,0,1
rec-3415-org,rec-3415-dup-0,0.92,1,0.6,0,1,0,1,1,1,0,0,1
rec-1193-org,rec-1193-dup-2,0.92,1,0.6,0.98,1,1,0.88,0,1,1,0,1
rec-1501-org,rec-1501-dup-0,0.92,1,0.7,1,0,1,1,1,1,1,0,1
rec-2142-org,rec-2142-dup-0,0.92,1,0.82,0.91,1,1,1,1,1,1,0,1
rec-1471-org,rec-1471-dup-0,0.93,0.87,1,0.96,1,1,1,1,1,1,0,1
rec-2667-org,rec-2667-dup-0,0.93,0.93,0.7,0.72,0.91,1,1,1,1,1,0,1
rec-293-org,rec-293-dup-0,0.93,0.93,1,1,0.92,1,1,0,1,1,0,1
rec-1645-org,rec-1645-dup-0,0.93,0.94,0.82,0.97,1,0,1,0,1,1,0,1
rec-701-org,rec-701-dup-0,0.93,1,0.58,1,0.8,1,1,1,1,1,0,1
rec-1603-org,rec-1603-dup-2,0.93,1,0.7,0.99,1,0,0.98,0,1,1,0,1
rec-2286-org,rec-2286-dup-1,0.93,1,0.82,0.62,1,0,0,1,0,0,0,1
rec-3278-org,rec-3278-dup-2,0.93,1,1,1,1,1,0.84,0,1,1,0,1
rec-995-org,rec-995-dup-0,0.94,0,1,0.78,1,1,1,1,1,1,0,1
rec-174-org,rec-174-dup-0,0.94,0.91,1,0.96,1,1,0.98,1,1,1,0,1
rec-610-org,rec-610-dup-0,0.94,0.91,1,1,1,1,0.96,1,0,1,0,1
rec-2547-org,rec-2547-dup-2,0.94,0.92,0.65,1,0.81,0,1,1,1,1,0,1
rec-2002-dup-1,rec-2002-dup-0,0.94,0.96,0.6,1,0.91,1,1,0,1,1,0,1
rec-292-org,rec-292-dup-0,0.94,1,0.6,0.98,1,0,1,1,1,1,0,1
rec-1016-org,rec-1016-dup-1,0.94,1,0.78,1,1,1,0,1,1,0,0,1
rec-2240-org,rec-2240-dup-0,0.94,1,1,0.63,0.95,1,0,1,1,0,0,1
rec-804-org,rec-804-dup-0,0.94,1,1,0.9,1,0,0.91,0,1,0,0,1
rec-2146-org,rec-2146-dup-1,0.94,1,1,0.93,1,1,1,0,1,0,0,1
rec-543-org,rec-543-dup-0,0.95,0.89,0.6,1,1,1,0,0,0,1,0,1
rec-4072-org,rec-4072-dup-0,0.95,0.89,1,1,1,0,1,0,0,1,0,1
rec-548-org,rec-548-dup-1,0.95,0.92,1,1,1,0,1,0,0,1,0,1
rec-1421-org,rec-1421-dup-0,0.95,0.93,1,1,0.79,0,1,1,1,1,0,1
rec-2436-org,rec-2436-dup-1,0.95,1,0.65,1,0.81,1,0,1,1,1,0,1
rec-2874-org,rec-2874-dup-0,0.95,1,1,0,0.92,1,1,0,0,1,0,1
rec-4629-org,rec-4629-dup-0,0.95,1,1,0.92,0,1,0,0,1,0,0,1
rec-84-org,rec-84-dup-1,0.95,1,1,1,0.89,1,1,1,0,1,0,1
rec-783-org,rec-1340-org,1,0.55,0.7,0.67,0.52,1,0.79,0,0,0,0,0
rec-1653-dup-2,rec-1653-dup-1,1,1,0.82,0.55,0.79,1,0,1,1,0,0,1
rec-286-dup-0,rec-2304-org,0.55,0,0.7,0,0.52,0,0.81,0,0,0,0,0
rec-445-dup-0,rec-363-dup-1,0.57,0.61,0.63,0.65,0.64,1,0,0,0,0,0,0
rec-2310-dup-0,rec-2139-dup-0,0.57,0.69,0.65,0.75,0.64,1,0.81,0,0,0,0,0
rec-2097-org,rec-1465-dup-0,0.59,0.6,0.65,0.56,0.52,1,0,0,0,0,0,0
rec-2789-dup-0,rec-1049-org,0.63,1,0.63,0.63,0.76,0,0.74,0,0,0,0,0
rec-2644-dup-1,rec-1784-dup-0,0.64,0.6,0.6,0.66,0.68,1,0.79,0,0,0,0,0
rec-555-dup-0,rec-1752-dup-1,0.64,0.87,0.71,0,0.64,1,0.81,0,0,0,0,0
rec-2597-org,rec-1710-dup-0,0.65,0.68,0.6,0.64,0.64,1,0.79,0,0,0,0,0
rec-436-org,rec-2515-dup-0,0.68,0.7,0.65,0.56,0.64,1,0.86,0,0,0,0,0
rec-1120-org,rec-1120-dup-2,0.69,0.87,1,1,1,1,1,0,0,1,0,1
rec-1953-dup-0,rec-1040-org,0.71,0.58,0.82,0.57,0.52,1,0.84,0,0,0,0,0
rec-1542-org,rec-1542-dup-0,0.72,0.94,0.94,0.93,1,0,1,1,1,1,0,1
rec-1583-org,rec-1072-org,0.76,0.8,0.65,0.74,0.64,1,0.74,0,0,0,0,0
rec-1022-org,rec-1022-dup-0,0.78,0.97,1,1,1,0,1,1,1,1,0,1
